,date,open,high,low,close,volume
312,2020-09-21,10920.28,10988.86,10296.35,10417.22,70683.43117900
313,2020-09-20,11080.64,11080.64,10723.0,10920.28,39157.92256500
314,2020-09-19,10933.4,11179.79,10887.37,11080.65,38440.03685800
315,2020-09-18,10940.0,11038.03,10812.84,10933.39,47266.72827500
316,2020-09-17,10954.01,11045.46,10745.83,10939.99,55601.61452900
317,2020-09-16,10785.23,11093.0,10661.22,10954.01,64991.51244000
318,2020-09-15,10671.77,10930.04,10606.48,10785.31,61822.45278600
319,2020-09-14,10332.84,10750.0,10212.34,10671.77,67059.29136100
320,2020-09-13,10440.67,10580.11,10200.0,10332.83,43837.60986500
321,2020-09-12,10387.89,10477.97,10269.25,10440.92,35379.15309600
322,2020-09-11,10336.86,10397.6,10200.0,10387.89,43830.25446700
323,2020-09-10,10219.29,10483.35,10070.83,10336.87,58253.75375000
324,2020-09-09,10126.66,10343.0,9981.01,10219.2,49347.11377600
325,2020-09-08,10373.45,10438.0,9850.0,10126.65,73491.87841800
326,2020-09-07,10255.89,10410.75,9875.0,10373.44,62620.23067600
327,2020-09-06,10166.69,10347.14,9994.86,10256.2,56368.78881500
328,2020-09-05,10446.25,10565.68,9825.0,10166.69,90001.60556800
329,2020-09-04,10138.29,10627.05,9875.5,10446.25,92733.59911300
330,2020-09-03,11388.54,11462.6,9960.8,10140.85,121950.10601500
331,2020-09-02,11921.97,11954.57,11160.1,11388.54,87221.84560200
332,2020-09-01,11649.51,12050.85,11515.0,11921.97,78148.19366800
333,2020-08-31,11711.17,11800.77,11570.0,11649.51,55353.61774400
334,2020-08-30,11465.84,11719.0,11458.0,11711.16,43177.87905400
335,2020-08-29,11526.9,11580.02,11417.04,11465.84,32973.79920000
336,2020-08-28,11330.38,11542.65,11276.89,11526.91,45953.90836500
337,2020-08-27,11461.42,11592.2,11125.0,11330.38,63246.03638300
338,2020-08-26,11318.42,11539.32,11244.0,11461.43,53998.23123100
339,2020-08-25,11748.19,11767.85,11117.64,11318.42,69590.92327200
340,2020-08-24,11648.12,11824.9,11585.09,11748.2,46212.39186700
341,2020-08-23,11663.51,11718.07,11514.13,11648.13,37900.00469000
342,2020-08-22,11531.23,11686.0,11376.81,11662.96,43678.70164600
343,2020-08-21,11853.54,11878.0,11485.81,11531.34,64448.30614200
344,2020-08-20,11754.38,11888.0,11668.0,11853.55,46085.25435100
345,2020-08-19,11945.1,12020.08,11561.0,11754.59,73940.16960600
346,2020-08-18,12281.15,12387.77,11817.93,11945.01,75923.83552700
347,2020-08-17,11910.99,12468.0,11769.78,12281.13,84734.21154000
348,2020-08-16,11852.4,11931.72,11686.0,11911.0,41368.23690600
349,2020-08-15,11760.55,11980.0,11680.0,11852.4,56237.90505000
